feature,coefficient,odds_ratio
kalshi_logit,2.7837001215559987,16.178773763065948
kalshi_logit_x_minute,0.2515687040747409,1.2860412533031405
is_first_half,0.004282757335035498,1.0042919414466573
is_second_half,0.0029259197277448443,1.0029302044087298
is_overtime,0.0,1.0
elapsed_fraction,-0.0011714689980485298,0.9988292169038944
game_minute,-0.001564638247179758,0.9984365851610956
is_halftime,-0.0017550263349828646,0.9982465128231827
