feature_set,removed_feature,n_features,roc_auc,log_loss,brier_score,delta_roc_auc,delta_log_loss,delta_brier_score,relative_brier_change_pct
core_calibration,kalshi_logit,7,0.9007703159586158,0.4041389042584373,0.1313557923224261,-0.013361590860536676,0.03925988374534095,0.011715852637493404,9.792593232951022
core_calibration,kalshi_logit_x_minute,7,0.9141091937322742,0.36497916946052217,0.1196870642785391,-2.271308687828988e-05,0.00010014894742582658,4.712459360639576e-05,0.03938868051128796
core_calibration,is_first_half,7,0.9141348221046621,0.36487990650934754,0.11964027007435073,2.91528550966369e-06,8.85996251198673e-07,3.303894180184397e-07,0.0002761531131564491
core_calibration,is_halftime,7,0.9141316526177754,0.36487898121544365,0.11963995899126181,-2.542013770590046e-07,-3.9297652687508844e-08,1.9306329104851194e-08,1.613702677859391e-05
core_calibration,(none - full model),8,0.9141319068191525,0.36487902051309634,0.11963993968493271,0.0,0.0,0.0,0.0
core_calibration,is_overtime,7,0.9141319068191525,0.36487902051309634,0.11963993968493271,0.0,0.0,0.0,0.0
core_calibration,is_second_half,7,0.9141325758284411,0.36487944781475085,0.11963977464490291,6.690092886341148e-07,4.2730165450421964e-07,-1.6504002979533805e-07,-0.00013794726930652486
core_calibration,game_minute,7,0.9141324578657105,0.36487944196718425,0.11963977430745837,5.510465580504942e-07,4.214540879066142e-07,-1.6537747433986727e-07,-0.00013822931938563547
core_calibration,elapsed_fraction,7,0.9141327522187213,0.36487943078522117,0.11963976931578812,8.453995687940363e-07,4.102721248289143e-07,-1.703691445836819e-07,-0.0001424015634179879
