feature,coefficient,odds_ratio
kalshi_logit,2.7839838908902763,16.183365454385903
kalshi_logit_x_minute,0.2509246470631549,1.28521323609053
is_first_half,0.004538952741445992,1.004549269390462
is_second_half,0.0031588005413935518,1.003163794809071
is_overtime,0.0,1.0
elapsed_fraction,-0.0011782166175846758,0.9988224772070956
game_minute,-0.0015251408237964526,0.998476021612435
is_halftime,-0.00282950922655303,0.9971744900617816
