roc_auc,log_loss,brier_score,baseline_kalshi_roc_auc,baseline_kalshi_log_loss,baseline_kalshi_brier_score,n_training_rows,n_training_games
0.9166915718712034,0.35898456768783915,0.11781450990425561,0.9167683155541368,0.3600339037450843,0.11773302999623281,339776,4116
