roc_auc,log_loss,brier_score,baseline_kalshi_roc_auc,baseline_kalshi_log_loss,baseline_kalshi_brier_score,n_training_rows,n_training_games
0.9166911783078139,0.3589849919842281,0.11781484395169,0.9167683155541368,0.3600339037450843,0.11773302999623281,339776,4116
